2.650000000000000000e+02,6.100000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.500000000000000000e+01,4.600000000000000000e+01,1.700000000000000000e+01,7.800000000000000000e+01,7.500000000000000000e-01,2.000000000000000000e+01,1.309999999999999964e+01,1.700000000000000000e+03,5.050000000000000000e+01,3.639999999999999858e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,1.000000000000000000e+00,3.400000000000000000e+01,4.000000000000000000e+01,1.050000000000000000e+02,1.000000000000000000e+02,0.000000000000000000e+00
3.050000000000000000e+02,6.100000000000000000e+01,2.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,4.600000000000000000e+01,1.500000000000000000e+01,8.000000000000000000e+01,7.500000000000000000e-01,2.000000000000000000e+01,6.599999999999999645e+00,1.900000000000000000e+03,5.489999999999999858e+01,3.850000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,6.999999999999999556e-01,3.400000000000000000e+01,4.000000000000000000e+01,1.050000000000000000e+02,1.000000000000000000e+02,1.000000000000000000e+00
1.000000000000000000e+01,4.900000000000000000e+01,2.450000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,4.000000000000000000e+01,1.600000000000000000e+01,8.000000000000000000e+01,7.243334970530451722e-01,3.000000000000000000e+01,6.500000000000000000e+00,1.850000000000000000e+03,5.379999999999999716e+01,3.979999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.799999999999999822e+00,9.000000000000000222e-01,4.000000000000000000e+01,4.000000000000000000e+01,1.038700000000000045e+02,1.000000000000000000e+02,1.000000000000000000e+00
2.210000000000000000e+02,4.700000000000000000e+01,2.380000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.200000000000000000e+01,4.000000000000000000e+01,1.600000000000000000e+01,7.500000000000000000e+01,3.125000000000000000e-01,3.000000000000000000e+01,5.599999999999999645e+00,1.467000000000000000e+03,5.560000000000000142e+01,3.879999999999999716e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,1.300000000000000044e+00,4.000000000000000000e+01,4.000000000000000000e+01,1.080600000000000023e+02,1.000000000000000000e+02,1.000000000000000000e+00
1.530000000000000000e+02,4.400000000000000000e+01,1.940000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,4.600000000000000000e+01,1.700000000000000000e+01,8.000000000000000000e+01,7.500000000000000000e-01,3.000000000000000000e+01,0.000000000000000000e+00,2.100000000000000000e+03,5.750000000000000000e+01,4.250000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,2.299999999999999822e+00,5.999999999999999778e-01,3.500000000000000000e+01,4.000000000000000000e+01,1.066700000000000017e+02,1.000000000000000000e+02,1.000000000000000000e+00
2.270000000000000000e+02,4.700000000000000000e+01,2.280000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,4.000000000000000000e+01,1.680000000000000071e+01,7.600000000000000000e+01,4.375000000000000000e-01,2.800000000000000000e+01,8.599999999999999645e+00,1.467000000000000000e+03,5.379999999999999716e+01,3.760000000000000142e+01,5.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,8.000000000000000444e-01,4.000000000000000000e+01,4.000000000000000000e+01,1.038700000000000045e+02,1.000000000000000000e+02,1.000000000000000000e+00
3.000000000000000000e+02,5.500000000000000000e+01,1.220000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,4.600000000000000000e+01,1.650000000000000000e+01,7.500000000000000000e+01,7.500000000000000000e-01,3.000000000000000000e+01,0.000000000000000000e+00,2.600000000000000000e+03,6.250000000000000000e+01,3.750000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,5.999999999999999778e-01,3.000000000000000000e+01,4.000000000000000000e+01,1.066700000000000017e+02,1.000000000000000000e+02,1.000000000000000000e+00
3.680000000000000000e+02,5.500000000000000000e+01,1.220000000000000000e+02,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+01,4.600000000000000000e+01,1.650000000000000000e+01,7.500000000000000000e+01,7.500000000000000000e-01,2.800000000000000000e+01,0.000000000000000000e+00,2.600000000000000000e+03,6.250000000000000000e+01,3.750000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+00,1.100000000000000089e+00,3.000000000000000000e+01,4.000000000000000000e+01,1.066700000000000017e+02,1.000000000000000000e+02,1.000000000000000000e+00
1.750000000000000000e+02,4.900000000000000000e+01,2.450000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,4.500000000000000000e+01,1.200000000000000000e+01,7.000000000000000000e+01,7.500000000000000000e-01,6.000000000000000000e+01,0.000000000000000000e+00,1.650000000000000000e+03,6.020000000000000284e+01,3.979999999999999716e+01,1.500000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+01,4.000000000000000000e+01,1.032199999999999989e+02,1.000000000000000000e+02,0.000000000000000000e+00
1.320000000000000000e+02,1.600000000000000000e+01,1.710000000000000000e+02,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.500000000000000000e+01,4.300000000000000000e+01,1.600000000000000000e+01,7.500000000000000000e+01,1.000000000000000000e+00,3.200000000000000000e+01,2.269999999999999929e+01,1.750000000000000000e+03,4.550000000000000000e+01,3.180000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,1.000000000000000000e+00,3.800000000000000000e+01,4.000000000000000000e+01,1.066599999999999966e+02,1.000000000000000000e+02,1.000000000000000000e+00
